Name,Price,positive_ratio,total_reviews,Achievements,Metacritic_score,platform_count,is_free,Average_playtime_forever,Peak_CCU,Hours_watched,Avg_viewers,Peak_viewers,Streamers,watch_per_stream_hour,streaming_popularity,community_engagement,success
The Sinking City,39.99,0.7092198581560284,1269,29,71,1,0,604,137,1979369,1357.0,45793,4918,60.01361348614396,14.49828917022196,51.555158653479424,0
Alien: Isolation,39.99,0.9286669547147296,48603,50,81,3,0,684,204,11488619,678.6521739130435,129105,111834,21.573696455967657,16.256867538173182,70.37738945278709,1
White Day: A Labyrinth Named School,29.99,0.7877529839128179,1927,42,80,1,0,1154,19,812018,552.0,34144,986,128.89174603174604,13.60727901788484,47.770873979591066,0
Deus Ex: Human Revolution - Director's Cut,19.99,0.9218237032173342,24368,59,91,1,0,944,238,625836,423.5,18778,939,91.77826660800704,13.346845232790015,61.12066825720152,1
Outlaws of the Old West,19.99,0.6281006071118821,5765,0,80,1,0,984,31,283490,381.0,8127,1823,15.270131968758417,12.554935655614281,51.485760264488995,0
SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated,29.99,0.9510031503896534,12062,32,80,1,0,394,112,2608126,1800.5,93617,16540,38.35705041473028,14.774142897162072,70.45016842969677,1
Marble It Up!,19.99,0.9394495412844037,545,42,80,2,0,682,12,328398,456.0,42256,218,554.7263513513514,12.701984611488783,38.601545759879464,1
Totally Accurate Battle Simulator,19.99,0.9793701293662495,90209,64,80,2,0,663,2508,1509641,693.3333333333334,74419,6699,114.52291002882718,14.227383094589042,74.65440074559095,1
ALTF4,2.99,0.8281212121212121,8250,22,80,1,0,146,54,8551014,2921.25,82972,18110,177.77945487432171,15.961560547317351,71.96533997196906,0
Timberborn,24.99,0.9421797981378609,12781,0,80,2,0,924,2134,1574564,1077.5,23006,3894,54.18693647188382,14.269489601618066,66.03289098026924,1
7 Days to Die,24.99,0.8825305228286714,224586,43,80,3,0,5219,22023,120692582,1568.7238095238095,270575,1000958,11.998485135428673,18.608757234303916,90.67348216900093,1
Grounded,29.99,0.8670120898100173,35898,28,80,1,0,967,2150,24983481,2613.3076923076924,256957,193175,21.902480912517127,17.03372544446082,82.53115496873934,1
Ylands,0.0,0.6001806412765317,6643,49,80,1,1,175,99,199534,268.0,33598,1625,19.33468992248062,12.203744938520996,49.24168140512913,0
Last Epoch,34.99,0.8655094221596684,12789,0,80,2,0,2070,883,26992053,7538.4,266419,43142,51.22502376971558,17.111053084358655,84.42594222242101,1
The Cycle: Frontier,0.0,0.6154629798071676,27485,0,80,1,1,679,9893,43856682,5464.545454545455,99069,113152,40.75664970977509,17.596437671099167,87.96788491733373,0
The Jackbox Party Pack 4,24.99,0.9481481481481482,2430,20,80,3,0,301,129,1776547,603.75,50917,9423,43.84154286560387,14.39018271349841,49.93231022020329,1
Trials of Mana,49.99,0.9262277031490861,4541,44,80,1,0,2359,68,2270820,1555.5,35891,5918,29.67034690011106,14.635651998078117,61.89689404531461,1
.hack//G.U. Last Recode,7.49,0.8749562171628722,2855,52,69,1,0,1257,98,145350,202.0,1222,3174,4.122468659594985,11.886906785908316,42.278122131300606,1
Book of Demons,24.99,0.8012487907835723,11371,202,72,2,0,340,25,274322,369.0,39327,1201,51.76863559162106,12.522061523209986,55.225669236614365,0
Destroy All Humans!,29.99,0.9343391671695835,8285,40,80,1,0,394,79,1103461,1485.0,91539,5565,46.027404688412446,13.913963068200182,65.89762996361956,1
Yu-Gi-Oh! Duel Links,0.0,0.8387277979884442,37384,20,80,1,1,2847,3563,29004111,736.574074074074,22914,93833,36.18259265173327,17.182948171002504,69.52701010064587,0
Power Rangers: Battle for the Grid,10.99,0.8668341708542714,1194,35,80,1,0,792,13,8091268,10889.0,71017,995,932.3885687946531,15.906296137054765,65.86770718219447,1
Osiris: New Dawn,34.99,0.6086132383046479,13189,0,80,1,0,928,56,290289,198.0,23497,2298,30.582490518331227,12.57863570229574,50.21871694001888,0
SpeedRunners,14.99,0.9387089959863597,33137,29,84,3,0,917,253,417567,286.0,22570,1854,90.59817747884574,12.942202684261973,58.90635809137524,1
Deep Rock Galactic,29.99,0.9672274675706721,142772,69,85,1,0,2633,10087,1513480,1018.0,50328,7917,28.289345794392524,14.229922853681597,82.21162063004779,1
Atlas Reactor,0.0,0.8288648031945237,5259,121,81,1,1,190,0,351341,241.5,15418,1298,37.147494184817084,12.769515387042775,47.04627835909336,0
Welcome to the Game,4.99,0.8449905482041588,2116,11,80,2,0,149,12,724663,498.0,28533,680,348.5632515632516,13.493463378135605,47.57461707722579,0
Fear The Wolves,4.99,0.48225214198286415,3268,22,80,1,0,119,0,264157,355.0,50132,1279,81.2290897908979,12.484302687956305,47.54134597197587,0
Visage,34.99,0.8723594168402261,6722,27,81,1,0,450,67,10485120,1192.4166666666667,91062,57316,47.3462900079474,16.16546776254723,62.438417789271085,1
Gears 5,39.99,0.6834055436655009,19157,181,82,1,0,1132,312,21143435,1258.6521739130435,57682,190409,12.467309586003974,16.866840060676672,70.3899019225677,0
Orcs Must Die! Unchained,0.0,0.6839445802770986,6135,132,87,1,1,469,2,144382,200.0,21127,1225,21.148674381133734,11.88022476997846,46.2550453894212,0
Dragon's Dogma: Dark Arisen,29.99,0.8987937027192803,29346,59,81,1,0,1558,1510,4304139,979.8333333333334,66920,18340,30.6279015156906,15.275087908175779,70.8606223446162,1
Zero Escape: Zero Time Dilemma,19.99,0.8553177898435005,3131,33,78,1,0,712,38,321911,433.0,17601,401,85.72862849533955,12.682033495250035,48.88452899182601,1
House Party,24.99,0.8818625799932637,11876,61,80,1,0,478,601,232757,313.0,45417,167,622.3449197860963,12.357754566192016,53.94286923155333,1
Infestation: The New Z,0.0,0.5306944486507769,33019,64,80,1,1,462,381,4640615,580.0,33261,16175,22.369260803547757,15.350357674011482,66.22439604448817,0
MORDHAU,29.99,0.8118229802654902,101548,38,81,1,0,3230,2421,8523877,2891.0,87400,48199,32.46560477773842,15.958381959568891,91.87710767524959,0
Space Hulk: Deathwing,0.0,0.5373558118899734,5635,23,58,1,1,228,4,155377,209.0,31947,4,36.941749881122206,11.953616136752116,46.182592766296274,0
Little Nightmares,19.99,0.9462034851604479,79652,22,81,1,0,185,520,6472118,1289.0,167445,73610,24.793967115646883,15.683014124448832,80.8307712531135,1
Hood: Outlaws & Legends,19.99,0.49162456793406006,7522,50,80,1,0,774,71,3438877,4628.0,93497,11228,41.198464137245274,15.050655813356231,75.33393723680021,0
Jurassic World Evolution,11.24,0.8635966249872928,49185,73,69,1,0,1040,728,10853896,5025.0,202465,25920,55.8808029531542,16.20003474397137,92.07037287551566,1
Grand Theft Auto V,0.0,0.8478634322485741,1381351,77,96,1,1,13650,170527,7482026514,97672.45714285714,1140656,14337768,57.688852981735955,22.735769516704632,162.44351360563812,0
Weird West,39.99,0.7509663169519603,1811,53,76,1,0,2067,46,685274,953.0,32912,3950,34.61154603767867,13.437575496534931,51.469978285066944,0
Don't Starve Together,14.99,0.9611759786419634,341979,0,83,3,0,2399,27905,44385391,880.5217391304348,88541,314608,21.517831743042944,17.608420964258105,86.41522192986291,1
Eternal Return,0.0,0.8059637912673057,42255,0,80,1,1,1422,8521,65267575,2789.125,68956,112549,45.18991964937911,17.994005931879787,84.50732758730533,0
Dropzone,0.0,0.6945412311265969,861,13,80,1,1,112,1,129050,179.0,19968,234,130.48533872598586,11.767962954051258,35.100520964708785,0
Golf With Your Friends,14.99,0.8957482726130653,50944,71,80,3,0,692,1345,9488043,519.8,130126,89771,42.656693401909834,16.065543037645654,67.79879725139794,1
Frostpunk,29.99,0.9147593914933251,80525,115,84,2,0,1131,1820,5708281,1312.6666666666667,58338,20092,51.59421717673855,15.55742866070329,81.11421162313887,1
The Surge,14.99,0.7513624803197287,8257,67,72,1,0,766,93,1425920,1919.0,48444,5214,46.83131897004729,14.170328478702261,68.18389476975143,0
Forager,19.99,0.9094603748024385,31003,103,78,1,0,977,563,1929169,1331.0,40990,8774,38.05217168330112,14.472600416568795,74.40394148219322,1
In Silence,9.99,0.7915928332348887,10158,20,80,2,0,191,43,3594325,2446.5,110530,17724,71.55448717948718,15.09486704894548,71.98973882216613,0
Dead Cells,24.99,0.9707131658584607,109708,108,89,3,0,2093,3368,9149218,831.8666666666667,64823,73747,30.239850605675002,16.029179078417485,78.04610310695877,1
Absolver,29.99,0.7100230671924994,13439,22,75,1,0,446,49,1094505,741.0,48064,8972,31.057716863880138,13.90581367788526,62.828411870706965,0
Overcooked! 2,24.99,0.9034995732227777,41005,54,81,3,0,690,4765,3430043,934.4,82590,55012,22.265921881998583,15.048083647048182,72.66122786759117,1
One Hour One Life,14.99,0.791916640353647,3167,0,80,1,0,48,43,1118318,1555.0,34399,767,233.3231796369706,13.92733722294617,59.246271736180674,0
Bomber Crew,3.99,0.8785752833243389,11118,30,75,3,0,360,163,185586,249.0,40036,650,63.49161820047896,12.131279053777657,51.440197219791656,1
House Flipper,12.49,0.934176173673634,63199,73,68,2,0,1313,5948,4502012,871.4285714285714,42312,26595,37.904657663422356,15.320035188050154,74.85014122201399,1
Subnautica: Below Zero,29.99,0.9130918641401926,67393,13,80,2,0,1588,1486,14089963,3190.8333333333335,156942,38928,44.18107389452956,16.46097332886805,89.70643501745184,1
Streamer Life Simulator,19.99,0.7932615629984051,5016,15,80,1,0,1065,99,2235699,1532.5,82806,3059,190.01351351351352,14.62006493609835,62.50113295939176,0
Fallout 3,9.99,0.7911747851002865,17450,0,91,1,0,702,122,2915011,1004.25,29826,19859,24.728630810994233,14.885384494396336,67.52024081013843,0
Assetto Corsa Competizione,13.59,0.9098262707969482,21758,0,77,1,0,5671,3933,2353235,1084.0,45470,14987,20.575631721605316,14.671301960172604,69.80796216175168,1
Heave Ho,9.99,0.9159935379644588,1857,23,80,2,0,315,27,234421,326.0,35284,339,284.49150485436894,12.364878188936025,43.58251196932479,1
Breathedge,24.99,0.8482905982905983,12168,54,71,1,0,488,79,3037234,1069.75,46823,5912,86.67410535928315,14.926458120026712,65.6218477219524,0
First Class Trouble,14.99,0.7886266094420601,2796,17,80,1,0,295,70,3441071,2368.0,93675,5757,115.1630187416332,15.051293608710667,61.66684334194573,0
The Evil Within 2,39.99,0.924090453177715,21934,51,80,1,0,850,253,7960592,2698.75,157125,27520,58.09294179461732,15.890014052533203,78.97626737335301,1
A Dance of Fire and Ice,5.99,0.9373622250363491,42642,44,80,2,0,800,2600,904328,645.0,22735,5666,64.57640674093116,13.71494851121802,68.98272433580534,1
Blood Bowl 2,19.99,0.7828777720474471,7756,31,76,2,0,2258,694,1308445,301.3333333333333,9557,2338,52.497392071898574,14.084350731472565,51.15446853311806,0
Bully: Scholarship Edition,5.24,0.8427265970005684,22871,0,72,1,0,366,366,1827842,819.6666666666666,68401,2299,257.5513597294632,14.418647141093357,67.35393179384009,0
Exanima,14.99,0.8209059233449477,8610,0,80,1,0,275,353,496916,342.5,29705,468,228.3621323529412,13.116178289120304,52.907681675443534,0
Cooking Simulator,8.99,0.8379307874184997,13957,266,64,1,0,368,370,2459402,1700.0,40869,7423,99.16943548387097,14.715429195529449,70.99611733603156,0
Transport Fever,29.99,0.8328088119590873,10168,53,71,3,0,4773,304,355060,493.0,6818,565,55.76566671901995,12.780044884682216,57.231410234409225,0
Noita,19.99,0.9542886151944555,45306,14,80,1,0,935,1608,9372892,1068.9166666666667,37859,25228,57.431584365291876,16.053332357894764,74.78409014156867,1
CRSED: F.O.A.D.,0.0,0.7997132965487396,36972,13,80,2,1,505,340,773302,1075.0,58647,6737,59.63155459592844,13.558426230067166,73.42582182847033,0
Neverwinter,0.0,0.7752109917331567,34717,0,74,1,1,2794,1340,681248,233.0,5528,27865,4.479654909387412,13.431683157068605,57.03545625392263,0
Bio Inc. Redemption,7.79,0.8954854669140383,1617,41,80,1,0,143,24,274119,368.0,31723,216,345.23803526448364,12.52132124569976,43.674557796799405,1
Two Point Hospital,34.99,0.914672622212769,28209,61,83,3,0,1234,1233,2997769,1369.0,46234,11919,47.83801164924599,14.913379236889844,74.0127527277394,1
"Warhammer 40,000: Inquisitor - Prophecy",24.99,0.8023540951446788,2039,11,80,1,0,1019,153,272130,366.0,18992,151,194.23982869379014,12.514038846984638,45.00302107509007,0
Sign of Silence,4.99,0.526579739217653,1994,16,80,1,0,163,12,683145,919.0,43542,2251,121.404833836858,13.43446387852004,51.85431631751151,0
Rhythm Doctor,15.99,0.9849901418304395,15723,24,80,2,0,379,102,877177,1180.0,25107,2906,98.10725869589531,13.684465215412006,68.35679101210977,1
Farming Simulator 22,49.99,0.8904332582018533,31944,45,80,2,0,5482,30250,38453095,1505.2571428571428,52545,448383,11.511203585818022,17.4649497708304,75.89422189719313,1
Wizard of Legend,15.99,0.9131535090426517,16201,19,79,3,0,621,212,2474165,1670.5,63341,10114,57.7940901658491,14.721413927500912,71.93555712771814,1
Life is Strange: Before the Storm,16.99,0.9312447316661984,35590,34,77,3,0,625,71,2274888,520.8333333333334,107681,21027,29.8189539913488,14.637441817968067,65.57605903992517,1
The Medium,49.99,0.8862090290661719,6468,39,80,1,0,210,7,3758621,2592.5,185362,25889,30.771795816447664,15.139562958830735,68.97644613920386,1
Five Nights at Freddy's,4.99,0.9211554398011128,33788,0,78,1,0,304,90,579190,805.0,108389,3651,59.747266350319784,13.269387581258885,69.78431705061458,1
Mount & Blade: Warband,19.99,0.9775246391378396,143268,80,78,3,0,6334,5932,5892353,803.5,17388,12446,79.45031282023623,15.589166136226234,79.42950967570907,1
VRChat,0.0,0.793171959547949,156531,0,80,1,1,2115,23681,214024481,3577.5731707317073,128943,773000,33.42434663267144,19.18160096831189,97.8736360765401,0
Passpartout: The Starving Artist,9.99,0.8696138780078344,5361,25,80,3,0,268,55,318085,442.0,50975,569,223.37429775280899,12.670077065451514,52.32604616640152,1
Paradigm,14.99,0.9450072358900145,1382,18,85,3,0,146,2,195665,272.0,37173,187,239.78553921568627,12.184164402981294,40.56775797795969,1
Prey,29.99,0.9045954045954046,40040,58,80,1,0,1133,442,4484828,1214.4,104034,25618,30.609608441341276,15.316210925657877,75.27335606566747,1
Euro Truck Simulator 2,19.99,0.9731708443131211,563156,81,79,3,0,6446,29161,83106046,1083.5619047619048,65354,1189823,9.924951567132576,18.23562802492793,92.54263344790158,1
Holdfast: Nations At War,19.99,0.9008097165991903,20254,55,80,1,0,1606,740,1004082,698.0,108232,1406,230.5055096418733,13.819585245139601,64.94736476459346,1
Tribes of Midgard,19.99,0.7789048144064682,13605,26,80,1,0,664,257,6051814,2714.3333333333335,97684,18444,42.32126548109401,15.615868785016023,75.25778942300005,0
Path of Exile,0.0,0.909547165507015,184107,127,86,2,1,8194,12211,755583485,9846.628571428571,441336,929293,48.3203041738822,20.443000837873704,111.47336924356826,1
Stardew Valley,14.99,0.9814694864347482,484768,40,89,3,0,3753,39710,114282738,1613.2268041237114,99539,1399783,13.209479666696334,18.554186102488003,96.70128909387861,1
God of War,49.99,0.969610048743907,53340,37,93,1,0,1855,4123,66861101,2698.0588235294117,292083,528640,20.02945983659154,18.01812792102201,85.99440471598153,1
Amnesia: The Dark Descent,19.99,0.9470576257381389,29466,18,85,3,0,290,73,225547,303.0,21787,1327,52.33109048723898,12.32628827558375,58.83408227355686,1
Ori and the Blind Forest,0.0,0.954179171977141,48646,50,88,1,1,467,176,1657348,447.0,127380,15891,22.162095663452924,14.320729895836395,65.88503728653464,1
Fallout 76,39.99,0.7240418215097898,72116,63,80,1,0,4906,9134,37901578,2485.809523809524,209140,286722,14.97672894987865,17.450503331453938,87.46095542454518,0
Internet Cafe Simulator 2,19.99,0.7026274578040717,5747,23,80,1,0,345,230,8028792,5667.0,137320,10473,215.95545752864598,15.898544763292561,74.81552108615726,0
SOS,0.0,0.27924801156905277,6915,17,80,1,1,305,0,3475445,798.6666666666666,146313,10484,48.33182677866162,15.061233374069214,59.09893047027326,0
Spelunky 2,19.99,0.9326736645049141,14957,32,91,1,0,1216,537,22197482,2540.6666666666665,60319,28748,112.32520316975175,16.915489462036316,75.37146265648448,1
Stoneshard,24.99,0.7650825270347182,21084,54,80,2,0,2134,300,1332969,1917.0,30833,3108,71.3542636903806,14.102920093281183,75.26018234248728,0
DOOM Eternal,39.99,0.9107606060804057,153049,50,88,1,0,1696,1857,18250876,3086.875,140962,123245,21.6828609072624,16.7197236916327,95.92885426689624,1
Hobo: Tough Life,29.99,0.8263291139240506,5925,57,80,2,0,950,229,1130877,1572.0,37671,1243,130.75234131113424,13.93850488013761,63.94351841441856,0
SUPERHOT,24.99,0.9010190664036818,30420,26,82,3,0,319,108,490702,347.5,49550,4316,53.97668023319767,13.103594335774407,60.42645440901294,1
Gunfire Reborn,19.99,0.945710950393817,74527,102,80,1,0,2213,4151,2211455,1014.0,50647,13494,25.812440180218037,14.609161680094399,77.66465842882589,1
Darkwood,14.99,0.9461859582542694,13175,15,80,3,0,340,140,1677281,763.0,39458,2993,121.19082369942197,14.332685184092442,62.97446491508185,1
Mortal Kombat X,19.99,0.8312916168687041,46856,73,84,1,0,1352,351,7206108,578.8823529411765,105232,94234,20.853420534784117,15.790439696459426,68.43126726838605,0
Project CARS 2,59.99,0.8048095488853783,17091,47,84,1,0,1640,617,201190,279.0,37062,2376,18.868048391634623,12.212009984596895,54.918720660289694,0
Poly Bridge 2,14.99,0.9584245076586433,5027,22,80,3,0,465,158,2689925,1851.5,58914,3100,198.59173126614988,14.805024241905954,64.1278616068544,1
Metro Sim Hustle,19.99,0.8167330677290837,251,52,80,1,0,151,4,249521,347.0,77676,20,5670.931818181818,12.42730236663911,32.35933861767146,0
Deceit,0.0,0.7894832385332203,82630,14,80,1,1,449,1208,6790679,716.6923076923077,57509,51026,35.783167257723704,15.73106164179588,74.45485738847222,0
Wrestling Empire,19.99,0.9447115384615384,832,0,80,1,0,677,60,832915,1121.0,23478,290,704.665820642978,13.632688075728117,47.22902414340563,0
Fate Seeker,21.09,0.9137554585152838,11908,80,80,1,0,984,124,246994,332.0,10937,215,110.36371760500447,12.417123372490243,54.50970590856814,1
Digimon Survive,59.99,0.788135593220339,708,46,80,1,0,116,5795,709602,955.0,11803,4996,14.197435025309618,13.472460937702504,45.04615145483453,0
Ghost Watchers,11.99,0.7609756097560976,1230,12,80,1,0,166,3942,2785983,1895.0,74877,20406,41.651462145676355,14.84011169030468,53.70486807158527,0
The Mortuary Assistant,22.49,0.8646232439335888,783,21,80,1,0,163,1194,10128096,2745.0,109580,65637,47.62240978018103,16.130824000729394,52.76812808976155,0
PlateUp!,14.39,0.9502262443438914,221,26,80,1,0,283,1844,17381743,1984.5,93147,69622,48.157543602033606,16.67093101799167,41.02591170981772,1
Cult of the Lamb,24.99,0.8846604215456675,8540,37,80,2,0,322,53272,35424889,4008.25,157382,229861,25.059342548314987,17.38292523838447,75.10390064048961,1
Escape the Backrooms,8.99,0.7370283018867925,848,12,80,1,0,0,871,1815455,1323.0,58212,16402,34.702379814584724,14.41184723379511,48.479080950569774,0
Farthest Frontier,29.99,0.8352524357838795,2258,0,80,1,0,161,22555,2021464,2720.0,40888,3205,75.88078078078078,14.519333054037242,61.07676240446116,0
Two Point Campus,39.99,0.8586387434554974,764,35,84,3,0,252,6895,1638455,2205.0,60071,6596,55.849439274636126,14.309264892930713,51.11998041931361,1
Way of the Hunter,39.99,0.6941671045717288,1903,13,80,1,0,717,5758,1076734,1449.0,55293,3373,44.17370256410256,13.889443872009014,54.97132096883746,0
Madden NFL 23,59.99,0.21810699588477367,243,21,80,1,0,0,0,23428338,2683.5,65313,774368,5.545000766840674,16.96945691595224,43.401516165642285,0
Backpack Hero,15.29,0.9249363867684478,786,0,80,3,0,187,2474,688264,926.0,22217,1091,135.48503937007874,13.441929217173461,45.557025757782235,1
Thymesia,22.49,0.835421888053467,1197,38,80,1,0,116,1957,1408357,1895.0,49311,5439,54.38091744536258,14.15793504474482,53.49977718553293,0
Guild Wars 2,0.0,0.8557567917205692,1546,0,90,1,1,36,6691,65546292,952.9574468085107,58702,297232,19.07985699340332,17.998267214324652,50.38488621655523,1
Islands of Nyne: Battle Royale,0.0,0.5068453247888145,6866,0,80,1,1,170,3,3442425,1188.0,98062,16918,34.2332285844985,15.051687013348095,62.555804287255185,0
Made in Abyss: Binary Star Falling into Darkness,59.99,0.550314465408805,318,32,80,1,0,719,1854,996544,1386.0,30389,872,104.7229928541404,13.812049575668578,41.71057200235119,0
NBA 2K23,59.99,0.4062717770034843,1435,50,80,1,0,378,19572,54350417,5746.923076923077,352152,1233273,7.260384373955952,17.81096286239428,62.930119752129045,0
Steelrising,49.99,0.7097560975609756,820,49,80,1,0,68,2558,1813397,2522.0,61661,4375,54.79699634363763,14.410712991292856,52.56489611840983,0
Disney Dreamlight Valley,29.99,0.9361888111888111,1144,0,80,1,0,1331,9935,6590798,2267.25,52232,59995,16.32383660307168,15.701185143438753,54.42083369661814,1
Lost Judgment,59.99,0.9333333333333333,165,56,80,1,0,0,0,6445079,2201.0,59371,5010,81.09669829126507,15.678827607001429,39.347590179447614,1
Judgment,39.99,0.9534534534534534,666,47,80,1,0,181,3730,2189515,995.3333333333334,30501,3577,55.81937539834289,14.599191072801366,44.895794883935494,1
Trombone Champ,14.99,0.94,100,21,80,1,0,0,0,931016,1294.0,91668,3962,139.43627377564775,13.744032816028046,33.07318112636557,0
Metal: Hellsinger,29.99,0.9757194244604317,2224,28,80,1,0,242,2251,1324841,1842.0,59413,15020,32.37162195181547,14.096803765009156,57.9539399917688,1
The Wandering Village,22.49,0.9039735099337748,906,0,80,3,0,72,3393,999255,1389.0,29783,2743,81.08203505355404,13.81476628105892,49.28540288780098,1
Food Truck Simulator,17.99,0.6563380281690141,355,50,80,1,0,205,545,706708,982.0,139298,1421,194.6853994490358,13.46837426184619,40.48185127424186,0
SCP: Secret Files,13.49,0.9020021074815595,949,20,80,1,0,41,485,781469,1086.0,28879,1273,184.26526762556,13.56893204039091,47.934738554122895,0
Return to Monkey Island,24.99,0.9354612416695897,2851,39,80,2,0,80,7883,804367,1118.0,41534,2569,52.035644973476515,13.59781215488596,55.851063218939345,1
Construction Simulator,34.99,0.7752675386444708,1682,33,80,1,0,265,13513,1327372,1846.0,44279,3838,46.713777934189686,14.098712358971797,55.87085601637816,0
Slime Rancher 2,29.99,0.9595705418553934,5961,0,80,1,0,320,20178,2017857,2806.0,106172,17458,34.828468854100144,14.517547110720136,69.02258411005228,1
Kena: Bridge of Spirits,29.99,0.9143576826196473,794,41,83,1,0,85,1558,4520912,3125.5,142054,25735,24.13122174360945,15.32422452256139,53.745089792766144,0
Brotato,4.99,0.9636135508155583,797,55,80,1,0,431,8432,9630161,1876.2857142857142,31828,22504,111.83946717456189,16.08041060606272,50.36694311386657,1
Dome Keeper,16.19,0.8677474402730375,1172,40,80,3,0,251,6025,2540946,1738.5,39393,3718,169.43028605721145,14.748047404154823,52.73176811649007,1
Marauders,29.99,0.7972275074748573,3679,0,80,1,0,748,11151,5941764,1998.5,104120,17554,39.49643042316436,15.5975167852492,62.40643390891627,0
DRAGON BALL: THE BREAKERS,19.99,0.6636455186304129,993,42,80,1,0,133,3833,2724344,1846.0,33117,10713,39.85056462465625,14.817738590214233,51.910160147036166,0
Scorn,35.99,0.7025238912031365,4081,12,80,1,0,164,4688,3937538,5299.0,182181,29783,42.63065696591746,15.186066466828878,71.29932764816998,0
Stay Out of the House,13.49,0.9444444444444444,108,27,80,1,0,0,0,715903,963.0,56218,978,231.9841218405703,13.481301358741206,32.234679593574285,0
TRIANGLE STRATEGY,59.99,0.856353591160221,181,108,80,1,0,0,2080,620161,834.0,6352,2562,19.364297758071565,13.337736013213483,35.00959968297643,0
Persona 5 Royal,59.99,0.9723577235772358,3690,53,97,1,0,381,28661,11967346,1266.3076923076924,18590,69331,15.16887321105127,16.297692415542052,58.68367380038455,1
Gotham Knights,59.99,0.6475491830610204,2999,48,80,1,0,210,23318,2745528,3695.0,80670,24210,17.332988213309427,14.825484328384306,65.77236107130041,0
A Plague Tale: Requiem,49.99,0.8813241723922548,1601,35,80,1,0,510,3309,5025835,3399.5,117084,30592,26.062066676692197,15.43010236623097,60.00371627207951,1
DAVE THE DIVER,17.99,0.9537671232876712,584,15,80,1,0,200,2518,9603902,3258.25,66674,23039,52.439647923469224,16.077680136313926,51.54157634134524,0
Football Manager 2023,47.99,0.8668238067177372,1697,100,80,2,0,1267,41798,13838083,1726.909090909091,42945,32284,43.55844691365797,16.442935059263835,55.44189939318988,1
Victoria 3,49.99,0.6191536748329621,12123,45,80,3,0,995,57902,2300873,1569.0,26430,3123,73.94263585821255,14.648799608717663,69.19466187763042,0
Against the Storm,16.99,0.9765886287625418,598,50,80,1,0,30,5156,1296606,886.0,23357,2685,65.27416431735803,14.075261410443613,43.41004434932509,1
The Chant,39.99,0.7901234567901234,81,34,80,1,0,0,110,642676,893.0,25977,1608,92.91253433569466,13.373397544193429,29.946767438201967,0
Tactics Ogre: Reborn,49.99,0.827354260089686,446,34,80,1,0,0,9460,730268,1015.0,13020,2274,24.50481527465521,13.501168238398332,42.25184939055872,0
Among Us VR,9.99,0.7295918367346939,588,20,80,1,0,0,520,1266293,1761.0,214183,2442,207.52097672894132,14.051605082213781,47.67366363972942,0
Sonic Frontiers,59.99,0.9453073364177131,6052,40,80,1,0,905,10016,2638689,3669.0,79999,20908,17.936233558780547,14.78579313984731,71.47734064691942,1
Soulstone Survivors,9.99,0.8822624086186995,2599,100,80,3,0,588,18586,1344718,1870.0,44076,3513,69.18697262811278,14.111695627257763,59.24364688908139,1
The Dark Pictures Anthology: The Devil in Me,39.99,0.518783542039356,559,30,80,1,0,292,2323,7812337,3587.0,121842,25237,65.03614628339285,15.8712148368118,51.79637876495838,0
"Warhammer 40,000: Darktide",39.99,0.6807283763277694,6590,36,80,1,0,409,63616,10322510,3522.5,118571,53979,31.705182782620447,16.14983760237514,71.818038211137,0
ZERO Sievert,17.99,0.8860958366064414,1273,0,80,1,0,206,5880,705778,981.0,26188,1914,55.42033765213977,13.467057436309425,49.260004889673034,1
Evil West,49.99,0.790808999521302,2089,30,80,1,0,185,1926,1074609,1494.0,47087,5640,43.05842048323116,13.88746836302176,55.8834543803385,0
Predecessor,0.0,0.7803085966201323,1361,0,80,1,1,236,6264,694894,966.0,19515,10792,8.15297071522433,13.451516033996636,49.60909349566167,0
Marvel's Midnight Suns,59.99,0.6904047976011994,1334,51,80,1,0,360,10608,1986127,2673.0,27336,5128,36.39661712694021,14.501697572668474,56.791434089677374,0
Assassin's Creed Valhalla,19.8,0.6151560178306092,1346,0,80,1,0,250,10553,32120523,7408.666666666667,284130,157202,20.855654212130755,17.28500576073293,64.20610574670648,0
Hello Neighbor 2,39.99,0.5919282511210763,446,14,80,1,0,417,183,1190993,1602.0,67137,8940,66.6998767921147,13.990298810541372,45.03463761799406,0
Choo-Choo Charles,19.99,0.9145183175033921,2948,24,80,1,0,247,2816,2921502,3932.0,88353,12009,92.02450625255929,14.88760876784586,66.12804607965398,1
Cafe Owner Simulator,17.09,0.7107438016528925,121,14,80,1,0,0,153,755614,1016.0,66551,821,295.27706135209064,13.535287266185874,33.26598367723806,0
Dwarf Fortress,29.99,0.9670152855993563,9944,0,93,1,0,681,28026,2991022,4025.0,40854,4248,81.62824081654931,14.911126027318394,76.40491481535462,1
IXION,31.49,0.6212164889017008,3469,56,80,1,0,447,16281,1035038,1393.0,47595,1251,108.61979221324378,13.84994966513111,59.01927797061197,0
High On Life,59.99,0.8881846989588049,2209,32,80,1,0,323,9190,5589350,3761.0,92899,142397,12.494718746716682,15.536373738212244,63.39799264830094,1
Immortals Fenyx Rising,15.0,0.672566371681416,113,0,80,1,0,0,0,4835642,3274.5,103359,8916,56.83641278796427,15.391524666651941,38.33585971361858,0
